accidente,severidad,P_media,P_std,P_max,P_min,P_valor_inicial,P_valor_final,P_pendiente_regresion,P_tiempo_hasta_maximo,P_tiempo_hasta_minimo,TAVG_media,TAVG_std,TAVG_max,TAVG_min,TAVG_valor_inicial,TAVG_valor_final,TAVG_pendiente_regresion,TAVG_tiempo_hasta_maximo,TAVG_tiempo_hasta_minimo,LVPZ_media,LVPZ_std,LVPZ_max,LVPZ_min,LVPZ_valor_inicial,LVPZ_valor_final,LVPZ_pendiente_regresion,LVPZ_tiempo_hasta_maximo,LVPZ_tiempo_hasta_minimo,WBK_media,WBK_std,WBK_max,WBK_min,WBK_valor_inicial,WBK_valor_final,WBK_pendiente_regresion,WBK_tiempo_hasta_maximo,WBK_tiempo_hasta_minimo,LSGA_media,LSGA_std,LSGA_max,LSGA_min,LSGA_valor_inicial,LSGA_valor_final,LSGA_pendiente_regresion,LSGA_tiempo_hasta_maximo,LSGA_tiempo_hasta_minimo,LSGB_media,LSGB_std,LSGB_max,LSGB_min,LSGB_valor_inicial,LSGB_valor_final,LSGB_pendiente_regresion,LSGB_tiempo_hasta_maximo,LSGB_tiempo_hasta_minimo,PSGA_media,PSGA_std,PSGA_max,PSGA_min,PSGA_valor_inicial,PSGA_valor_final,PSGA_pendiente_regresion,PSGA_tiempo_hasta_maximo,PSGA_tiempo_hasta_minimo,WSTA_media,WSTA_std,WSTA_max,WSTA_min,WSTA_valor_inicial,WSTA_valor_final,WSTA_pendiente_regresion,WSTA_tiempo_hasta_maximo,WSTA_tiempo_hasta_minimo,QMWT_media,QMWT_std,QMWT_max,QMWT_min,QMWT_valor_inicial,QMWT_valor_final,QMWT_pendiente_regresion,QMWT_tiempo_hasta_maximo,QMWT_tiempo_hasta_minimo,PWNT_media,PWNT_std,PWNT_max,PWNT_min,PWNT_valor_inicial,PWNT_valor_final,PWNT_pendiente_regresion,PWNT_tiempo_hasta_maximo,PWNT_tiempo_hasta_minimo,LWRB_media,LWRB_std,LWRB_max,LWRB_min,LWRB_valor_inicial,LWRB_valor_final,LWRB_pendiente_regresion,LWRB_tiempo_hasta_maximo,LWRB_tiempo_hasta_minimo,TPCT_media,TPCT_std,TPCT_max,TPCT_min,TPCT_valor_inicial,TPCT_valor_final,TPCT_pendiente_regresion,TPCT_tiempo_hasta_maximo,TPCT_tiempo_hasta_minimo
LOCAC,1,154.52243841262091,8.031618411119547,157.1113739013672,116.8785171508789,155.5000152587891,157.0770263671875,3.738299798944679e-05,4970,2600,300.91602119566903,9.249228271695868,310.0,283.5906982421875,310.0,292.0992126464844,-0.005257765005919004,0,2630,48.562043700899395,13.300232531694705,67.7009048461914,4.375002384185791,62.0,67.7009048461914,-0.0004868971293281083,5030,2600,34.86669513157436,5.5330520942046,37.87245559692383,0.0,0.0,37.87045288085938,0.0019683174011951316,5010,0,12.97320867152441,1.220612965572121,15.11594581604004,11.83000087738037,11.83000087738037,13.50740432739258,0.0005962264634565325,2960,0,12.973233781163655,1.2205908194675852,15.11595439910889,11.83000087738037,11.83000087738037,13.50736045837402,0.0005962019219256635,2960,0,70.30757914649115,3.7017100096945996,74.94538879394531,66.06542205810547,67.00003051757812,74.50022888183594,0.0022086260654044215,3000,2630,981.081908058254,940.6764824566382,1915.86474609375,-0.0470528826117515,1915.86474609375,25.88411903381348,-0.5607203478583606,0,2680,1490.5597560822018,1429.232715341436,2914.35107421875,41.09621429443359,2895.0,41.09621429443359,-0.8521846951406464,2470,5030,51.46656100451946,49.38762884129122,100.6772842407227,1.418824791908264,100.0,1.418824791908264,-0.029437138450895926,2050,5030,0.47345870659346617,0.46651429745221445,1.547033309936523,0.0999999940395355,0.0999999940395355,1.547033309936523,0.0002883241262414252,5030,0,424.2043493967208,127.31208479186151,551.0088500976562,291.3561401367188,549.4500122070312,295.4983825683594,-0.07574333932909298,2470,2650
LOCAC,10,82.62826987321743,16.201782648660696,155.5000152587891,75.11894226074219,155.5000152587891,75.11894226074219,-0.0070595276903269435,0,5000,291.6565528001614,4.390912861148377,310.0,283.0046081542969,310.0,290.5621643066406,-0.0008543992114322205,0,340,2.4167051339101886,11.189114825752705,62.0,0.0,62.0,0.0,-0.002775631811393736,0,250,135.50192490690006,41.29223190552156,333.8921813964844,0.0,0.0,125.2029418945312,-0.011774625989231973,120,0,13.930133886204032,0.7254885093288849,15.12767791748047,11.83000087738037,11.83000087738037,13.52414798736572,-0.00018652541121928618,760,0,13.930119369796174,0.7254837093409006,15.12768936157227,11.83000087738037,11.83000087738037,13.52411079406738,-0.000186550234735849,760,0,73.64784644273465,2.300888998761481,74.80780792236328,65.60248565673828,67.00003051757812,74.50274658203125,0.0008983968682367277,800,330,106.32351267892224,400.4467766095032,1915.86474609375,-0.040803849697113,1915.86474609375,6.834671497344971,-0.1067000937265224,0,380,179.1073645022577,598.651155443222,2906.938232421875,34.24927139282227,2895.0,34.24927139282227,-0.15866734243992167,220,5000,6.154872954486611,20.672102018050715,100.4166870117188,1.182368159294128,100.0,1.182368159294128,-0.005446837799401847,220,5000,1.1775573836620934,0.6249946001650127,1.793879866600037,0.0999999940395355,0.0999999940395355,1.784945368766785,0.0004125366251178493,3230,0,306.47287450245994,53.571983470291144,550.4107666015625,290.7204895019531,549.4500122070312,293.3940124511719,-0.013980260263912513,220,350
LOCAC,100,45.03844550095821,20.938445894015455,155.5000152587891,33.28586196899414,155.5000152587891,33.28586196899414,-0.010121861921796663,0,4380,229.74169390076656,30.295056564271693,310.2615356445312,174.3330078125,310.0,174.3330078125,-0.022922866814103698,110,4380,1.7118134466010508,10.00991650803296,62.0,0.0,62.0,0.0,-0.0022747776902274446,0,130,235.3518085523184,242.47415682772743,3097.25439453125,0.0,0.0,169.6891479492188,-0.057419082605068804,110,0,13.594305157932986,0.44032278892167875,14.38282489776611,11.83000087738037,11.83000087738037,13.14746952056885,-0.00013012180095927243,220,0,13.59394988275063,0.4402526730883333,14.38241481781006,11.83000087738037,11.83000087738037,13.14712429046631,-0.0001301322987027829,220,0,31.282442833676697,15.924869090783316,74.85772705078125,9.321743965148926,67.00003051757812,9.321743965148926,-0.011857961568409098,130,4380,57.98341610692394,316.40340662732046,1915.86474609375,-0.2160166203975677,1915.86474609375,0.001575352391228,-0.07679351952635274,0,180,154.49693519053534,466.1896974990082,2904.72802734375,42.97674179077148,2895.0,42.97674179077148,-0.11350298974721203,10,4380,4.250098590427216,16.062780095320182,100.3037033081055,1.081317782402039,100.0,1.081317782402039,-0.003917832222091977,10,4380,1.263182633320943,0.600146138947926,1.867140769958496,0.0999999940395355,0.0999999940395355,1.854490280151367,0.00045313588556903837,2900,0,879.5856267629289,373.1141870664113,1229.822509765625,270.7190551757812,549.4500122070312,1212.25341796875,0.26845208632748413,3210,600
LOCAC,11,81.30045807244501,15.723441345920934,155.5000152587891,74.93225860595703,155.5000152587891,74.93476104736328,-0.006159557607870455,0,5070,291.46169192570835,4.286376023314561,310.0,282.9940185546875,310.0,290.3922729492188,-0.0008363438743697678,0,330,2.2752031566856945,10.923087639297282,62.0,0.0,62.0,0.0,-0.0025790910475424244,0,240,134.19586735483705,54.171316607619964,366.6726379394531,0.0,0.0,137.557861328125,-0.01588084246940791,120,0,13.952464808181134,0.7089833262364914,15.12781429290771,11.83000087738037,11.83000087738037,13.52595329284668,-0.00018749015475723235,750,0,13.952456995171508,0.7089799557720614,15.12782382965088,11.83000087738037,11.83000087738037,13.52592468261719,-0.00018751490527042913,750,0,73.67403300946728,2.2698358625897366,75.03097534179688,65.58700561523438,67.00003051757812,74.50274658203125,0.0008608990269089158,220,320,99.19035908269416,389.5134504410463,1915.86474609375,-0.0376765020191669,1915.86474609375,4.74958610534668,-0.09992915931927111,0,370,170.67268874462556,581.4320405963822,2905.829345703125,34.06294631958008,2895.0,34.06294631958008,-0.14740522471691114,210,5080,5.878832082851463,20.083071591002845,100.3814926147461,1.175967693328857,100.0,1.175967693328857,-0.0050745874319948914,210,5080,1.1992812939061397,0.6206792083312141,1.797977209091187,0.0999999940395355,0.0999999940395355,1.783862113952637,0.00040054733172177436,3200,0,305.58008999627793,52.05253882912794,550.3212890625,290.6965637207031,549.4500122070312,293.2089538574219,-0.013030453156054606,210,340
LOCAC,12,80.46796097342424,15.417290040757413,155.5000152587891,74.75928497314453,155.5000152587891,74.75928497314453,-0.005653346284509036,0,5070,291.2852478027344,4.230237309933671,310.0,282.9778137207031,310.0,290.2320861816406,-0.0008316493208881536,0,310,2.1969548813470707,10.781739636144243,62.0,0.0,62.0,0.0,-0.0024991571706355574,0,230,135.9821388064407,63.4113301776393,399.3363037109375,0.0,0.0,149.8878021240234,-0.018758629185369084,120,0,14.039099404192346,0.6732021352466553,15.12795734405518,11.83000087738037,11.83000087738037,13.57892608642578,-0.00015506122527383112,740,0,14.039097500598336,0.6731933211302252,15.12797260284424,11.83000087738037,11.83000087738037,13.57890224456787,-0.00015508208448223676,740,0,73.68453632564996,2.2556878554358373,75.06658935546875,65.57466125488281,67.00003051757812,74.50247955322266,0.0008532227642441765,210,310,93.85741222707837,381.77864049516205,1915.86474609375,-0.040803849697113,1915.86474609375,3.37889289855957,-0.09654672529878675,0,360,165.20372420784057,569.0438564099079,2904.72802734375,34.04818344116211,2895.0,34.04818344116211,-0.14181690717578863,10,5070,5.69166259127339,19.65541018697885,100.3378524780273,1.175933480262756,100.0,1.175933480262756,-0.004883331737618064,200,5070,1.2070045517097543,0.616359600951439,1.797849893569946,0.0999999940395355,0.0999999940395355,1.782437443733215,0.0003978032007247869,3170,0,304.95126985564946,50.97401265338679,550.23681640625,290.6787109375,549.4500122070312,293.0518188476562,-0.01256344347426343,10,330
LOCAC,13,79.97611360701303,15.20960882703908,155.5000152587891,74.68226623535156,155.5000152587891,74.68502044677734,-0.0053579501603212955,0,4990,291.16730275229804,4.186114366355535,310.002197265625,282.9598693847656,310.0,290.1619262695312,-0.0008122416800943924,120,310,2.144080952992515,10.695103616457832,62.0,0.0,62.0,0.0,-0.002461006038701452,0,220,137.20077496483214,71.34336250719245,431.8849182128906,0.0,0.0,162.3030090332031,-0.021705868373226456,120,0,14.1373965418528,0.6404589616991301,15.12806224822998,11.83000087738037,11.83000087738037,13.77880382537842,-0.00011201227467729096,730,0,14.13739660429576,0.6404457579491588,15.12807559967041,11.83000087738037,11.83000087738037,13.77878093719482,-0.00011203308397096326,730,0,73.6913792443654,2.246609106885566,74.88601684570312,65.5654296875,67.00003051757812,74.5024642944336,0.0008534260994994422,200,300,89.64946734141337,374.8870515794453,1915.86474609375,-0.040803849697113,1915.86474609375,2.33849024772644,-0.09419847168683122,0,350,160.74899843004016,557.9394610454879,2904.72802734375,34.10394287109375,2895.0,34.13284301757812,-0.13801313540016327,10,5020,5.531273614083018,19.269663276211567,100.3037033081055,1.17809522151947,100.0,1.17809522151947,-0.0047446209110561886,10,5030,1.2104337669258554,0.6131691664592761,1.798167824745178,0.0999999940395355,0.0999999940395355,1.783305168151855,0.0003989516358787984,3150,0,304.4651863461449,50.00530227468352,550.23681640625,290.6653442382812,549.4500122070312,292.9814147949219,-0.012229724939573389,10,320
LOCAC,14,79.53749926284577,14.992133956919853,155.5000152587891,74.61361694335938,155.5000152587891,74.61361694335938,-0.005039223491103915,0,5020,291.0680936354529,4.141034106057859,310.006591796875,282.9384765625,310.0,290.104248046875,-0.0007867192318284432,120,300,2.0943649876899797,10.600372858082649,62.0,0.0,62.0,0.0,-0.002411029922196763,0,210,138.02811002636525,78.0487262983198,464.3619384765625,0.0,0.0,55.46992492675781,-0.02268754191201134,120,0,14.219243216467188,0.618767423228839,15.12820053100586,11.83000087738037,11.83000087738037,13.9379301071167,-7.944353352278044e-05,720,0,14.219251403277722,0.6187488986943432,15.12820911407471,11.83000087738037,11.83000087738037,13.93792247772217,-7.94595772348692e-05,720,0,73.70190187002981,2.230964939589536,74.8166732788086,65.5573501586914,67.00003051757812,74.50252532958984,0.0008450721864059141,760,300,85.23263331162364,366.58869976754124,1915.86474609375,-0.0439293086528778,1915.86474609375,1.432851314544678,-0.0907241084875516,0,340,156.14821664950483,545.3958992597031,2904.72802734375,34.09758758544922,2895.0,34.09758758544922,-0.13324048950162587,10,5020,5.344880615977596,18.815406507720382,100.3037033081055,1.178302049636841,100.0,1.178302049636841,-0.004549407751451609,10,5020,1.2165292969665993,0.6105947758544212,1.799522280693054,0.0999999940395355,0.0999999940395355,1.785018682479858,0.00039770932689094866,3130,0,303.985592912253,48.917699896104494,550.23681640625,290.6536865234375,549.4500122070312,292.9225769042969,-0.011809575397629229,10,320
LOCAC,15,79.25431642150879,14.854113200648737,155.5000152587891,74.5436782836914,155.5000152587891,74.54571533203125,-0.004870387867574419,0,4980,290.9786720581055,4.106736013251926,310.0115661621094,282.9305114746094,310.0,290.0422668457031,-0.0007686564176433082,120,290,2.05529358291626,10.534005194438137,62.0,0.0,62.0,0.0,-0.0023821091730869635,0,200,140.7146815032959,83.56630255250029,496.7595825195312,0.0,0.0,59.37528610229492,-0.022327751470124536,120,0,14.299360187530517,0.6045375519200109,15.12801265716553,11.83000087738037,11.83000087738037,14.09144306182861,-4.805012689289278e-05,710,0,14.299365196228027,0.604517164585442,15.12801456451416,11.83000087738037,11.83000087738037,14.09143257141113,-4.806468756209582e-05,710,0,73.70433448791503,2.227133005597175,75.03285217285156,65.54200744628906,67.00003051757812,74.5025405883789,0.0008482564258015828,190,290,80.22917824912537,358.23431253979095,1915.86474609375,-0.040803849697113,1915.86474609375,0.5711007118225098,-0.0868138545711837,0,340,154.7727672729492,542.2514073202387,2904.72802734375,34.15969467163086,2895.0,34.15969467163086,-0.1324684545805568,10,4990,5.175614042758942,18.381813347100735,100.3037033081055,1.179962515830994,100.0,1.179962515830994,-0.00438697449032731,10,4990,1.219404746800661,0.6081437200803368,1.799875378608704,0.0999999940395355,0.0999999940395355,1.785483717918396,0.00039849455481517795,3110,0,303.7820337524414,48.6470295453416,550.23681640625,290.6298217773438,549.4500122070312,292.8655395507812,-0.011727285021688962,10,310
LOCAC,16,78.84394347784796,14.560465831051134,155.5000152587891,74.36444854736328,155.5000152587891,74.36471557617188,-0.004487257595767612,0,5070,290.8625044607226,4.0320208505898245,310.0155944824219,282.9089965820312,310.0,289.8743896484375,-0.0007319750198951538,120,290,1.9770988542110841,10.362704981764177,62.0,0.0,62.0,0.0,-0.0022541684556736633,0,200,140.40536962932595,89.09886175931669,529.0264892578125,0.0,0.0,63.16959762573242,-0.023110833718822128,120,0,14.378367380917892,0.5870586001891124,15.12842273712158,11.83000087738037,11.83000087738037,14.25108528137207,-1.7086536982579847e-05,710,0,14.378361008724669,0.5870369130873557,15.12842655181885,11.83000087738037,11.83000087738037,14.25105953216553,-1.710644322031567e-05,710,0,73.72391120296096,2.2012639673384244,74.81028747558594,65.53484344482422,67.00003051757812,74.39738464355469,0.0008092455479243757,740,280,78.30829514699397,355.75545390805866,1915.86474609375,-0.0439293086528778,1915.86474609375,0.0,-0.08458011522098191,0,330,148.66822991811458,527.9500412860374,2904.72802734375,33.98177337646484,2895.0,33.98874282836914,-0.12372629780758515,10,5070,5.099201268672006,18.22357992960609,100.3037033081055,1.173450946807861,100.0,1.173450946807861,-0.0042349778305166026,10,5080,1.2348936786966613,0.6053000189862311,1.801168203353882,0.0999999940395355,0.0999999940395355,1.786887407302856,0.00038757816326740407,3100,0,303.16145045911867,47.37757349410312,550.23681640625,290.6221008300781,549.4500122070312,292.68115234375,-0.010967866673527452,10,300
LOCAC,17,78.53815824957007,14.571010737153786,155.5000152587891,73.36713409423828,155.5000152587891,73.36713409423828,-0.004557549154412351,0,5010,290.66031601134523,4.051997198509246,310.0199584960938,282.9029541015625,310.0,288.9603881835938,-0.0008236726791380848,120,280,1.9667653296573229,10.358060918226048,62.0,0.0,62.0,0.0,-0.0022742223198407648,0,190,138.4790118092085,93.76395655136663,561.25146484375,0.0,0.0,66.1688461303711,-0.023278618911615968,120,0,14.49006451268595,0.5837513516695618,15.12823677062988,11.83000087738037,11.83000087738037,14.4388599395752,3.07503646082842e-05,700,0,14.490060996249378,0.5837259470387939,15.12824249267578,11.83000087738037,11.83000087738037,14.4388370513916,3.073077192294606e-05,700,0,73.62051108918817,2.186415986782951,75.06629943847656,65.51892852783203,67.00003051757812,73.46145629882812,0.0007281544324392776,180,280,73.71024727470991,348.53908311796226,1915.86474609375,-0.0439293086528778,1915.86474609375,0.0,-0.08195705686185782,0,330,149.44191448622016,531.0196395432062,2904.72802734375,34.12300491333008,2895.0,34.14001846313477,-0.1261427215045049,10,5000,4.961306897292574,17.843512659331616,100.3037033081055,1.177922964096069,100.0,1.177922964096069,-0.004135063733442306,10,5010,1.2315828804357118,0.6036103113256991,1.801414847373962,0.0999999940395355,0.0999999940395355,1.786190867424011,0.00039270939903549365,3090,0,303.02267042669166,47.67339528931017,550.23681640625,290.5968933105469,549.4500122070312,291.7793273925781,-0.011258982213531348,10,300
